Satellite1,Satellite2,Distance,Orbit
472,473,1969.9219184213378,21
473,472,1969.9219184213378,21
473,474,1969.9219489032682,21
474,473,1969.9219489032682,21
474,475,1969.921989237935,21
475,474,1969.921989237935,21
475,476,1969.922064204426,21
476,475,1969.922064204426,21
476,477,1969.921937887435,21
477,476,1969.921937887435,21
477,478,1969.922043611635,21
478,477,1969.922043611635,21
478,479,1969.9219651236283,21
479,478,1969.9219651236283,21
479,480,1969.9219472637892,21
480,479,1969.9219472637892,21
480,481,1969.922038112939,21
481,480,1969.922038112939,21
481,482,1969.9219714148703,21
482,481,1969.9219714148703,21
482,483,1969.922080985686,21
483,482,1969.922080985686,21
483,484,1969.921918421338,21
484,483,1969.921918421338,21
484,463,1969.9219489032653,21
485,506,1969.9219315760643,22
485,486,1969.9220163492635,22
486,485,1969.9220163492635,22
486,487,1969.9219784350382,22
487,486,1969.9219784350382,22
487,488,1969.9219959625848,22
488,487,1969.9219959625848,22
488,489,1969.9219905971586,22
489,488,1969.9219905971586,22
489,490,1969.9219861177844,22
490,489,1969.9219861177844,22
490,491,1969.9219715361983,22
491,490,1969.9219715361983,22
491,492,1969.92203681363,22
492,491,1969.92203681363,22
492,493,1969.9219142253132,22
493,492,1969.9219142253132,22
493,494,1969.9220280845514,22
494,493,1969.9220280845514,22
494,495,1969.9220554693577,22
495,494,1969.9220554693577,22
495,496,1969.9219315760656,22
496,495,1969.9219315760656,22
496,497,1969.9220163492646,22
497,496,1969.9220163492646,22
497,498,1969.9219784350382,22
498,497,1969.9219784350382,22
498,499,1969.9219959625852,22
499,498,1969.9219959625852,22
499,500,1969.9219905971584,22
500,499,1969.9219905971584,22
500,501,1969.9219861177833,22
501,500,1969.9219861177833,22
501,502,1969.9219715362003,22
502,501,1969.9219715362003,22
502,503,1969.9220368136284,22
503,502,1969.9220368136284,22
503,504,1969.921914225313,22
504,503,1969.921914225313,22
504,505,1969.9220280845525,22
505,504,1969.9220280845525,22
505,506,1969.9220554693588,22
506,505,1969.9220554693588,22
506,485,1969.9219315760643,22
507,528,1969.922004646477,23
507,508,1969.9220372418954,23
508,507,1969.9220372418954,23
508,509,1969.9219773456566,23
509,508,1969.9219773456566,23
509,510,1969.9220092790617,23
510,509,1969.9220092790617,23
510,511,1969.9219694834867,23
511,510,1969.9219694834867,23
511,512,1969.9220379422216,23
512,511,1969.9220379422216,23
512,513,1969.9219570504104,23
513,512,1969.9219570504104,23
513,514,1969.9219766212327,23
514,513,1969.9219766212327,23
514,515,1969.9219698412198,23
515,514,1969.9219698412198,23
515,516,1969.9220862934244,23
516,515,1969.9220862934244,23
516,517,1969.9218794218568,23
517,516,1969.9218794218568,23
517,518,1969.9220046464773,23
518,517,1969.9220046464773,23
518,519,1969.9220372418965,23
519,518,1969.9220372418965,23
519,520,1969.921977345655,23
520,519,1969.921977345655,23
520,521,1969.9220092790629,23
521,520,1969.9220092790629,23
521,522,1969.9219694834842,23
522,521,1969.9219694834842,23
522,523,1969.9220379422222,23
523,522,1969.9220379422222,23
523,524,1969.9219570504106,23
524,523,1969.9219570504106,23
524,525,1969.9219766212325,23
525,524,1969.9219766212325,23
525,526,1969.9219698412207,23
526,525,1969.9219698412207,23
526,527,1969.9220862934249,23
527,526,1969.9220862934249,23
527,528,1969.9218794218561,23
528,527,1969.9218794218561,23
528,507,1969.922004646477,23
529,550,1969.9219744429201,24
529,530,1969.921945902324,24
530,529,1969.921945902324,24
530,531,1969.9220270436813,24
531,530,1969.9220270436813,24
531,532,1969.9220109861303,24
532,531,1969.9220109861303,24
532,533,1969.921971086359,24
533,532,1969.921971086359,24
533,534,1969.9219798001923,24
534,533,1969.9219798001923,24
534,535,1969.9220109863465,24
535,534,1969.9220109863465,24
535,536,1969.9219907341555,24
536,535,1969.9219907341555,24
536,537,1969.9220223600041,24
537,536,1969.9220223600041,24
537,538,1969.9219069102617,24
538,537,1969.9219069102617,24
538,539,1969.9220649145727,24
539,538,1969.9220649145727,24
539,540,1969.9219744429197,24
540,539,1969.9219744429197,24
540,541,1969.921945902325,24
541,540,1969.921945902325,24
541,542,1969.9220270436797,24
542,541,1969.9220270436797,24
542,543,1969.9220109861296,24
543,542,1969.9220109861296,24
543,544,1969.9219710863583,24
544,543,1969.9219710863583,24
544,545,1969.9219798001932,24
545,544,1969.9219798001932,24
545,546,1969.9220109863465,24
546,545,1969.9220109863465,24
546,547,1969.9219907341555,24
547,546,1969.9219907341555,24
547,548,1969.9220223600043,24
548,547,1969.9220223600043,24
548,549,1969.9219069102624,24
549,548,1969.9219069102624,24
549,550,1969.9220649145714,24
550,549,1969.9220649145714,24
550,529,1969.9219744429201,24
551,572,1969.9220415258096,25
551,552,1969.921988901219,25
552,551,1969.921988901219,25
552,553,1969.9219651115711,25
553,552,1969.9219651115711,25
553,554,1969.921997230904,25
554,553,1969.921997230904,25
554,555,1969.9219783664012,25
555,554,1969.9219783664012,25
555,556,1969.92198859698,25
556,555,1969.92198859698,25
556,557,1969.9219700130345,25
557,556,1969.9219700130345,25
557,558,1969.9219697757906,25
558,557,1969.9219697757906,25
558,559,1969.9220600882682,25
559,558,1969.9220600882682,25
559,560,1969.9219566122329,25
560,559,1969.9219566122329,25
560,561,1969.9219889447397,25
561,560,1969.9219889447397,25
561,562,1969.922041525809,25
562,561,1969.922041525809,25
562,563,1969.92198890122,25
563,562,1969.92198890122,25
563,564,1969.921965111572,25
564,563,1969.921965111572,25
564,565,1969.9219972309022,25
565,564,1969.9219972309022,25
565,566,1969.9219783664018,25
566,565,1969.9219783664018,25
566,567,1969.921988596978,25
567,566,1969.921988596978,25
567,568,1969.9219700130357,25
568,567,1969.9219700130357,25
568,569,1969.9219697757915,25
569,568,1969.9219697757915,25
569,570,1969.922060088267,25
570,569,1969.922060088267,25
570,571,1969.9219566122329,25
571,570,1969.9219566122329,25
571,572,1969.92198894474,25
572,571,1969.92198894474,25
572,551,1969.9220415258096,25
573,594,1969.9219406578177,26
573,574,1969.9220492096294,26
574,573,1969.9220492096294,26
574,575,1969.9219981604715,26
575,574,1969.9219981604715,26
575,576,1969.9220087122922,26
576,575,1969.9220087122922,26
576,577,1969.9219608501244,26
577,576,1969.9219608501244,26
577,578,1969.9219417960353,26
578,577,1969.9219417960353,26
578,579,1969.9220165733886,26
579,578,1969.9220165733886,26
579,580,1969.9220068649386,26
580,579,1969.9220068649386,26
580,581,1969.922038416182,26
581,580,1969.922038416182,26
581,582,1969.9219578789782,26
582,581,1969.9219578789782,26
582,583,1969.9219860470937,26
583,582,1969.9219860470937,26
583,584,1969.9219406578154,26
584,583,1969.9219406578154,26
584,585,1969.9220492096308,26
585,584,1969.9220492096308,26
585,586,1969.9219981604706,26
586,585,1969.9219981604706,26
586,587,1969.9220087122942,26
587,586,1969.9220087122942,26
587,588,1969.9219608501232,26
588,587,1969.9219608501232,26
588,589,1969.9219417960367,26
589,588,1969.9219417960367,26
589,590,1969.922016573387,26
590,589,1969.922016573387,26
590,591,1969.9220068649386,26
591,590,1969.9220068649386,26
591,592,1969.9220384161829,26
592,591,1969.9220384161829,26
592,593,1969.9219578789773,26
593,592,1969.9219578789773,26
593,594,1969.921986047093,26
594,593,1969.921986047093,26
594,573,1969.9219406578177,26
595,616,1969.9220350336068,27
595,596,1969.9220169700188,27
596,595,1969.9220169700188,27
596,597,1969.9219689841896,27
597,596,1969.9219689841896,27
597,598,1969.9219927694783,27
598,597,1969.9219927694783,27
598,599,1969.9219790103841,27
599,598,1969.9219790103841,27
599,600,1969.9220216453025,27
600,599,1969.9220216453025,27
600,601,1969.9219932075953,27
601,600,1969.9219932075953,27
601,602,1969.9220039398633,27
602,601,1969.9220039398633,27
602,603,1969.9219659422026,27
603,602,1969.9219659422026,27
603,604,1969.9219778129907,27
604,603,1969.9219778129907,27
604,605,1969.9219498513155,27
605,604,1969.9219498513155,27
605,606,1969.9220350336059,27
606,605,1969.9220350336059,27
606,607,1969.9220169700195,27
607,606,1969.9220169700195,27
607,608,1969.9219689841898,27
608,607,1969.9219689841898,27
608,609,1969.9219927694774,27
609,608,1969.9219927694774,27
609,610,1969.9219790103855,27
610,609,1969.9219790103855,27
610,611,1969.9220216453023,27
611,610,1969.9220216453023,27
611,612,1969.9219932075946,27
612,611,1969.9219932075946,27
612,613,1969.922003939864,27
613,612,1969.922003939864,27
613,614,1969.9219659422013,27
614,613,1969.9219659422013,27
614,615,1969.921977812991,27
615,614,1969.921977812991,27
615,616,1969.9219498513157,27
616,615,1969.9219498513157,27
616,595,1969.9220350336068,27
617,638,1969.9220463076733,28
617,618,1969.9220361510852,28
618,617,1969.9220361510852,28
618,619,1969.9219139247168,28
619,618,1969.9219139247168,28
619,620,1969.922038174791,28
620,619,1969.922038174791,28
620,621,1969.9219365255956,28
621,620,1969.9219365255956,28
621,622,1969.9220222892934,28
622,621,1969.9220222892934,28
622,623,1969.9219432781458,28
623,622,1969.9219432781458,28
623,624,1969.9220275282935,28
624,623,1969.9220275282935,28
624,625,1969.9219785177381,28
625,624,1969.9219785177381,28
625,626,1969.9219797471922,28
626,625,1969.9219797471922,28
626,627,1969.9219827224229,28
627,626,1969.9219827224229,28
627,628,1969.9220463076722,28
628,627,1969.9220463076722,28
628,629,1969.9220361510854,28
629,628,1969.9220361510854,28
629,630,1969.9219139247182,28
630,629,1969.9219139247182,28
630,631,1969.922038174791,28
631,630,1969.922038174791,28
631,632,1969.9219365255935,28
632,631,1969.9219365255935,28
632,633,1969.922022289293,28
633,632,1969.922022289293,28
633,634,1969.9219432781467,28
634,633,1969.9219432781467,28
634,635,1969.9220275282933,28
635,634,1969.9220275282933,28
635,636,1969.9219785177374,28
636,635,1969.9219785177374,28
636,637,1969.9219797471924,28
637,636,1969.9219797471924,28
637,638,1969.9219827224229,28
638,637,1969.9219827224229,28
638,617,1969.9220463076733,28
639,660,1969.9219055488795,29
639,640,1969.9220750144177,29
640,639,1969.9220750144177,29
640,641,1969.9219987660283,29
641,640,1969.9219987660283,29
641,642,1969.9220033233853,29
642,641,1969.9220033233853,29
642,643,1969.9219869130995,29
643,642,1969.9219869130995,29
643,644,1969.9220086666203,29
644,643,1969.9220086666203,29
644,645,1969.9219549356164,29
645,644,1969.9219549356164,29
645,646,1969.9219736711218,29
646,645,1969.9219736711218,29
646,647,1969.9219420366678,29
647,646,1969.9219420366678,29
647,648,1969.922032119318,29
648,647,1969.922032119318,29
648,649,1969.9220241717974,29
649,648,1969.9220241717974,29
649,650,1969.9219055488795,29
650,649,1969.9219055488795,29
650,651,1969.9220750144173,29
651,650,1969.9220750144173,29
651,652,1969.9219987660272,29
652,651,1969.9219987660272,29
652,653,1969.9220033233871,29
653,652,1969.9220033233871,29
653,654,1969.921986913098,29
654,653,1969.921986913098,29
654,655,1969.9220086666214,29
655,654,1969.9220086666214,29
655,656,1969.921954935617,29
656,655,1969.921954935617,29
656,657,1969.921973671121,29
657,656,1969.921973671121,29
657,658,1969.9219420366683,29
658,657,1969.9219420366683,29
658,659,1969.9220321193181,29
659,658,1969.9220321193181,29
659,660,1969.9220241717962,29
660,659,1969.9220241717962,29
660,639,1969.9219055488795,29
661,682,1969.92196663673,30
661,662,1969.9219728631156,30
662,661,1969.9219728631156,30
662,663,1969.9219401476687,30
663,662,1969.9219401476687,30
663,664,1969.9219859545535,30
664,663,1969.9219859545535,30
664,665,1969.9220595547424,30
665,664,1969.9220595547424,30
665,666,1969.922006940851,30
666,665,1969.922006940851,30
666,667,1969.9219227377932,30
667,666,1969.9219227377932,30
667,668,1969.921975001376,30
668,667,1969.921975001376,30
668,669,1969.9220132960259,30
669,668,1969.9220132960259,30
669,670,1969.922042961124,30
670,669,1969.922042961124,30
670,671,1969.9220190729666,30
671,670,1969.9220190729666,30
671,672,1969.92196663673,30
672,671,1969.92196663673,30
672,673,1969.921972863115,30
673,672,1969.921972863115,30
673,674,1969.9219401476698,30
674,673,1969.9219401476698,30
674,675,1969.9219859545535,30
675,674,1969.9219859545535,30
675,676,1969.922059554742,30
676,675,1969.922059554742,30
676,677,1969.9220069408507,30
677,676,1969.9220069408507,30
677,678,1969.9219227377928,30
678,677,1969.9219227377928,30
678,679,1969.921975001376,30
679,678,1969.921975001376,30
679,680,1969.9220132960263,30
680,679,1969.9220132960263,30
680,681,1969.9220429611248,30
681,680,1969.9220429611248,30
681,682,1969.9220190729654,30
682,681,1969.9220190729654,30
682,661,1969.92196663673,30
683,704,1969.9220821002507,31
683,684,1969.9219268863212,31
684,683,1969.9219268863212,31
684,685,1969.9220051786126,31
685,684,1969.9220051786126,31
685,686,1969.9219670119423,31
686,685,1969.9219670119423,31
686,687,1969.9220239188298,31
687,686,1969.9220239188298,31
687,688,1969.9219861435486,31
688,687,1969.9219861435486,31
688,689,1969.921968563617,31
689,688,1969.921968563617,31
689,690,1969.922059339858,31
690,689,1969.922059339858,31
690,691,1969.9218912076738,31
691,690,1969.9218912076738,31
691,692,1969.9220509012707,31
692,691,1969.9220509012707,31
692,693,1969.9219439150222,31
693,692,1969.9219439150222,31
693,694,1969.9220821002505,31
694,693,1969.9220821002505,31
694,695,1969.9219268863214,31
695,694,1969.9219268863214,31
695,696,1969.9220051786133,31
696,695,1969.9220051786133,31
696,697,1969.92196701194,31
697,696,1969.92196701194,31
697,698,1969.9220239188319,31
698,697,1969.9220239188319,31
698,699,1969.9219861435458,31
699,698,1969.9219861435458,31
699,700,1969.9219685636187,31
700,699,1969.9219685636187,31
700,701,1969.922059339856,31
701,700,1969.922059339856,31
701,702,1969.9218912076751,31
702,701,1969.9218912076751,31
702,703,1969.9220509012714,31
703,702,1969.9220509012714,31
703,704,1969.9219439150213,31
704,703,1969.9219439150213,31
704,683,1969.9220821002507,31
705,726,1969.9220143653465,32
705,706,1969.9220367229807,32
706,705,1969.9220367229807,32
706,707,1969.9219883709782,32
707,706,1969.9219883709782,32
707,708,1969.9219829576007,32
708,707,1969.9219829576007,32
708,709,1969.921941142996,32
709,708,1969.921941142996,32
709,710,1969.9220136879123,32
710,709,1969.9220136879123,32
710,711,1969.9220441329583,32
711,710,1969.9220441329583,32
711,712,1969.9219390273704,32
712,711,1969.9219390273704,32
712,713,1969.9220171339014,32
713,712,1969.9220171339014,32
713,714,1969.9219359509764,32
714,713,1969.9219359509764,32
714,715,1969.9219916739264,32
715,714,1969.9219916739264,32
715,716,1969.9220143653458,32
716,715,1969.9220143653458,32
716,717,1969.9220367229816,32
717,716,1969.9220367229816,32
717,718,1969.9219883709773,32
718,717,1969.9219883709773,32
718,719,1969.9219829576,32
719,718,1969.9219829576,32
719,720,1969.9219411429956,32
720,719,1969.9219411429956,32
720,721,1969.9220136879135,32
721,720,1969.9220136879135,32
721,722,1969.9220441329583,32
722,721,1969.9220441329583,32
722,723,1969.9219390273704,32
723,722,1969.9219390273704,32
723,724,1969.9220171339,32
724,723,1969.9220171339,32
724,725,1969.9219359509782,32
725,724,1969.9219359509782,32
725,726,1969.9219916739255,32
726,725,1969.9219916739255,32
726,705,1969.9220143653465,32
727,748,1969.9219062852035,33
727,728,1969.9220873542579,33
728,727,1969.9220873542579,33
728,729,1969.921951314325,33
729,728,1969.921951314325,33
729,730,1969.9219134140455,33
730,729,1969.9219134140455,33
730,731,1969.9220460018807,33
731,730,1969.9220460018807,33
731,732,1969.922014266731,33
732,731,1969.922014266731,33
732,733,1969.9219933609074,33
733,732,1969.9219933609074,33
733,734,1969.9219369465904,33
734,733,1969.9219369465904,33
734,735,1969.9220506241618,33
735,734,1969.9220506241618,33
735,736,1969.921916283132,33
736,735,1969.921916283132,33
736,737,1969.9220893157121,33
737,736,1969.9220893157121,33
737,738,1969.9219062852044,33
738,737,1969.9219062852044,33
738,739,1969.9220873542572,33
739,738,1969.9220873542572,33
739,740,1969.921951314325,33
740,739,1969.921951314325,33
740,741,1969.9219134140465,33
741,740,1969.9219134140465,33
741,742,1969.9220460018812,33
742,741,1969.9220460018812,33
742,743,1969.9220142667311,33
743,742,1969.9220142667311,33
743,744,1969.9219933609065,33
744,743,1969.9219933609065,33
744,745,1969.9219369465907,33
745,744,1969.9219369465907,33
745,746,1969.9220506241606,33
746,745,1969.9220506241606,33
746,747,1969.921916283133,33
747,746,1969.921916283133,33
747,748,1969.9220893157121,33
748,747,1969.9220893157121,33
748,727,1969.9219062852035,33
749,770,1969.921965989025,34
749,750,1969.9220450554867,34
750,749,1969.9220450554867,34
750,751,1969.921963060141,34
751,750,1969.921963060141,34
751,752,1969.9220461332484,34
752,751,1969.9220461332484,34
752,753,1969.9219082021962,34
753,752,1969.9219082021962,34
753,754,1969.92204898917,34
754,753,1969.92204898917,34
754,755,1969.921951673836,34
755,754,1969.921951673836,34
755,756,1969.9220380476202,34
756,755,1969.9220380476202,34
756,757,1969.92189704983,34
757,756,1969.92189704983,34
757,758,1969.922061110766,34
758,757,1969.922061110766,34
758,759,1969.9219798556285,34
759,758,1969.9219798556285,34
759,760,1969.921965989025,34
760,759,1969.921965989025,34
760,761,1969.9220450554867,34
761,760,1969.9220450554867,34
761,762,1969.921963060141,34
762,761,1969.921963060141,34
762,763,1969.922046133248,34
763,762,1969.922046133248,34
763,764,1969.9219082021941,34
764,763,1969.9219082021941,34
764,765,1969.9220489891718,34
765,764,1969.9220489891718,34
765,766,1969.9219516738362,34
766,765,1969.9219516738362,34
766,767,1969.9220380476186,34
767,766,1969.9220380476186,34
767,768,1969.9218970498314,34
768,767,1969.9218970498314,34
768,769,1969.9220611107655,34
769,768,1969.9220611107655,34
769,770,1969.921979855628,34
770,769,1969.921979855628,34
770,749,1969.921965989025,34
771,792,1969.9220877192404,35
771,772,1969.9219066993421,35
772,771,1969.9219066993421,35
772,773,1969.9220281229318,35
773,772,1969.9220281229318,35
773,774,1969.9219596903665,35
774,773,1969.9219596903665,35
774,775,1969.9219861322142,35
775,774,1969.9219861322142,35
775,776,1969.9220550490343,35
776,775,1969.9220550490343,35
776,777,1969.9219821964282,35
777,776,1969.9219821964282,35
777,778,1969.9219803763676,35
778,777,1969.9219803763676,35
778,779,1969.9219971136167,35
779,778,1969.9219971136167,35
779,780,1969.9219250188448,35
780,779,1969.9219250188448,35
780,781,1969.921997048559,35
781,780,1969.921997048559,35
781,782,1969.9220877192392,35
782,781,1969.9220877192392,35
782,783,1969.9219066993433,35
783,782,1969.9219066993433,35
783,784,1969.922028122931,35
784,783,1969.922028122931,35
784,785,1969.9219596903674,35
785,784,1969.9219596903674,35
785,786,1969.9219861322138,35
786,785,1969.9219861322138,35
786,787,1969.9220550490343,35
787,786,1969.9220550490343,35
787,788,1969.9219821964273,35
788,787,1969.9219821964273,35
788,789,1969.9219803763701,35
789,788,1969.9219803763701,35
789,790,1969.9219971136147,35
790,789,1969.9219971136147,35
790,791,1969.9219250188441,35
791,790,1969.9219250188441,35
791,792,1969.92199704856,35
792,791,1969.92199704856,35
792,771,1969.9220877192404,35
793,814,1969.9218852924269,36
793,794,1969.9220474255299,36
794,793,1969.9220474255299,36
794,795,1969.9219976715317,36
795,794,1969.9219976715317,36
795,796,1969.921985767177,36
796,795,1969.921985767177,36
796,797,1969.922019641943,36
797,796,1969.922019641943,36
797,798,1969.9219538769964,36
798,797,1969.9219538769964,36
798,799,1969.921975672011,36
799,798,1969.921975672011,36
799,800,1969.9220076120644,36
800,799,1969.9220076120644,36
800,801,1969.9219921644979,36
801,800,1969.9219921644979,36
801,802,1969.922039377284,36
802,801,1969.922039377284,36
802,803,1969.9220006654912,36
803,802,1969.9220006654912,36
803,804,1969.9218852924243,36
804,803,1969.9218852924243,36
804,805,1969.9220474255312,36
805,804,1969.9220474255312,36
805,806,1969.9219976715315,36
806,805,1969.9219976715315,36
806,807,1969.9219857671758,36
807,806,1969.9219857671758,36
807,808,1969.9220196419442,36
808,807,1969.9220196419442,36
808,809,1969.921953876997,36
809,808,1969.921953876997,36
809,810,1969.9219756720106,36
810,809,1969.9219756720106,36
810,811,1969.9220076120635,36
811,810,1969.9220076120635,36
811,812,1969.921992164498,36
812,811,1969.921992164498,36
812,813,1969.9220393772837,36
813,812,1969.9220393772837,36
813,814,1969.9220006654896,36
814,813,1969.9220006654896,36
814,793,1969.9218852924269,36
815,836,1969.9220658806203,37
815,816,1969.9219526349154,37
816,815,1969.9219526349154,37
816,817,1969.9219735854863,37
817,816,1969.9219735854863,37
817,818,1969.922025981039,37
818,817,1969.922025981039,37
818,819,1969.9220184313951,37
819,818,1969.9220184313951,37
819,820,1969.9219830728978,37
820,819,1969.9219830728978,37
820,821,1969.9219897628886,37
821,820,1969.9219897628886,37
821,822,1969.9219826172525,37
822,821,1969.9219826172525,37
822,823,1969.9219828336504,37
823,822,1969.9219828336504,37
823,824,1969.9220799029956,37
824,823,1969.9220799029956,37
824,825,1969.9218504638009,37
825,824,1969.9218504638009,37
825,826,1969.9220658806223,37
826,825,1969.9220658806223,37
826,827,1969.9219526349143,37
827,826,1969.9219526349143,37
827,828,1969.9219735854867,37
828,827,1969.9219735854867,37
828,829,1969.9220259810393,37
829,828,1969.9220259810393,37
829,830,1969.9220184313951,37
830,829,1969.9220184313951,37
830,831,1969.9219830728985,37
831,830,1969.9219830728985,37
831,832,1969.9219897628866,37
832,831,1969.9219897628866,37
832,833,1969.921982617253,37
833,832,1969.921982617253,37
833,834,1969.9219828336497,37
834,833,1969.9219828336497,37
834,835,1969.9220799029954,37
835,834,1969.9220799029954,37
835,836,1969.9218504638025,37
836,835,1969.9218504638025,37
836,815,1969.9220658806203,37
837,858,1969.9219849914284,38
837,838,1969.9220462480632,38
838,837,1969.9220462480632,38
838,839,1969.922022309172,38
839,838,1969.922022309172,38
839,840,1969.9219934117432,38
840,839,1969.9219934117432,38
840,841,1969.9219568986293,38
841,840,1969.9219568986293,38
841,842,1969.9219696306263,38
842,841,1969.9219696306263,38
842,843,1969.9219972572207,38
843,842,1969.9219972572207,38
843,844,1969.9220282696087,38
844,843,1969.9220282696087,38
844,845,1969.9219773751247,38
845,844,1969.9219773751247,38
845,846,1969.9219607401456,38
846,845,1969.9219607401456,38
846,847,1969.9219680351853,38
847,846,1969.9219680351853,38
847,848,1969.9219849914273,38
848,847,1969.9219849914273,38
848,849,1969.922046248064,38
849,848,1969.922046248064,38
849,850,1969.9220223091727,38
850,849,1969.9220223091727,38
850,851,1969.921993411742,38
851,850,1969.921993411742,38
851,852,1969.9219568986293,38
852,851,1969.9219568986293,38
852,853,1969.9219696306263,38
853,852,1969.9219696306263,38
853,854,1969.921997257221,38
854,853,1969.921997257221,38
854,855,1969.922028269608,38
855,854,1969.922028269608,38
855,856,1969.9219773751247,38
856,855,1969.9219773751247,38
856,857,1969.9219607401474,38
857,856,1969.9219607401474,38
857,858,1969.9219680351837,38
858,857,1969.9219680351837,38
858,837,1969.9219849914284,38
859,880,1969.9220132948908,39
859,860,1969.921989094679,39
860,859,1969.921989094679,39
860,861,1969.9219836626696,39
861,860,1969.9219836626696,39
861,862,1969.9219573719633,39
862,861,1969.9219573719633,39
862,863,1969.9220508347482,39
863,862,1969.9220508347482,39
863,864,1969.9219872581555,39
864,863,1969.9219872581555,39
864,865,1969.9219957579196,39
865,864,1969.9219957579196,39
865,866,1969.9219565891703,39
866,865,1969.9219565891703,39
866,867,1969.9220417049423,39
867,866,1969.9220417049423,39
867,868,1969.9219145144536,39
868,867,1969.9219145144536,39
868,869,1969.9220150833546,39
869,868,1969.9220150833546,39
869,870,1969.9220132948906,39
870,869,1969.9220132948906,39
870,871,1969.921989094679,39
871,870,1969.921989094679,39
871,872,1969.9219836626705,39
872,871,1969.9219836626705,39
872,873,1969.9219573719622,39
873,872,1969.9219573719622,39
873,874,1969.922050834749,39
874,873,1969.922050834749,39
874,875,1969.9219872581555,39
875,874,1969.9219872581555,39
875,876,1969.921995757919,39
876,875,1969.921995757919,39
876,877,1969.9219565891701,39
877,876,1969.9219565891701,39
877,878,1969.9220417049437,39
878,877,1969.9220417049437,39
878,879,1969.9219145144514,39
879,878,1969.9219145144514,39
879,880,1969.9220150833553,39
880,879,1969.9220150833553,39
880,859,1969.9220132948908,39
881,902,1969.9219145006782,40
881,882,1969.922045882179,40
882,881,1969.922045882179,40
882,883,1969.922003707644,40
883,882,1969.922003707644,40
883,884,1969.9219776483617,40
884,883,1969.9219776483617,40
884,885,1969.9219748906617,40
885,884,1969.9219748906617,40
885,886,1969.921991059075,40
886,885,1969.921991059075,40
886,887,1969.922021965814,40
887,886,1969.922021965814,40
887,888,1969.9219606744614,40
888,887,1969.9219606744614,40
888,889,1969.9219975095457,40
889,888,1969.9219975095457,40
889,890,1969.921985106653,40
890,889,1969.921985106653,40
890,891,1969.9220322218814,40
891,890,1969.9220322218814,40
891,892,1969.9219145006784,40
892,891,1969.9219145006784,40
892,893,1969.9220458821783,40
893,892,1969.9220458821783,40
893,894,1969.9220037076454,40
894,893,1969.9220037076454,40
894,895,1969.9219776483599,40
895,894,1969.9219776483599,40
895,896,1969.9219748906617,40
896,895,1969.9219748906617,40
896,897,1969.9219910590757,40
897,896,1969.9219910590757,40
897,898,1969.9220219658139,40
898,897,1969.9220219658139,40
898,899,1969.9219606744614,40
899,898,1969.9219606744614,40
899,900,1969.9219975095461,40
900,899,1969.9219975095461,40
900,901,1969.9219851066516,40
901,900,1969.9219851066516,40
901,902,1969.9220322218816,40
902,901,1969.9220322218816,40
902,881,1969.9219145006782,40
903,924,1969.9219185306295,41
903,904,1969.921987625417,41
904,903,1969.921987625417,41
904,905,1969.9220708731564,41
905,904,1969.9220708731564,41
905,906,1969.9219648778496,41
906,905,1969.9219648778496,41
906,907,1969.9219817806136,41
907,906,1969.9219817806136,41
907,908,1969.9219527424254,41
908,907,1969.9219527424254,41
908,909,1969.921987442684,41
909,908,1969.921987442684,41
909,910,1969.9220621741945,41
910,909,1969.9220621741945,41
910,911,1969.921925399279,41
911,910,1969.921925399279,41
911,912,1969.922019803666,41
912,911,1969.922019803666,41
912,913,1969.9220339170324,41
913,912,1969.9220339170324,41
913,914,1969.921918530629,41
914,913,1969.921918530629,41
914,915,1969.9219876254178,41
915,914,1969.9219876254178,41
915,916,1969.922070873155,41
916,915,1969.922070873155,41
916,917,1969.92196487785,41
917,916,1969.92196487785,41
917,918,1969.9219817806136,41
918,917,1969.9219817806136,41
918,919,1969.9219527424254,41
919,918,1969.9219527424254,41
919,920,1969.9219874426847,41
920,919,1969.9219874426847,41
920,921,1969.9220621741931,41
921,920,1969.9220621741931,41
921,922,1969.9219253992785,41
922,921,1969.9219253992785,41
922,923,1969.922019803666,41
923,922,1969.922019803666,41
923,924,1969.9220339170324,41
924,923,1969.9220339170324,41
924,903,1969.9219185306295,41
925,946,1969.921929040612,42
925,926,1969.9220371046358,42
926,925,1969.9220371046358,42
926,927,1969.9219110152073,42
927,926,1969.9219110152073,42
927,928,1969.9219759528667,42
928,927,1969.9219759528667,42
928,929,1969.922040172272,42
929,928,1969.922040172272,42
929,930,1969.9220300422112,42
930,929,1969.9220300422112,42
930,931,1969.9219646137487,42
931,930,1969.9219646137487,42
931,932,1969.9220028117627,42
932,931,1969.9220028117627,42
932,933,1969.9220038646222,42
933,932,1969.9220038646222,42
933,934,1969.9219369591378,42
934,933,1969.9219369591378,42
934,935,1969.922073589873,42
935,934,1969.922073589873,42
935,936,1969.9219290406127,42
936,935,1969.9219290406127,42
936,937,1969.922037104634,42
937,936,1969.922037104634,42
937,938,1969.9219110152083,42
938,937,1969.9219110152083,42
938,939,1969.9219759528664,42
939,938,1969.9219759528664,42
939,940,1969.9220401722725,42
940,939,1969.9220401722725,42
940,941,1969.9220300422103,42
941,940,1969.9220300422103,42
941,942,1969.9219646137497,42
942,941,1969.9219646137497,42
942,943,1969.9220028117618,42
943,942,1969.9220028117618,42
943,944,1969.9220038646229,42
944,943,1969.9220038646229,42
944,945,1969.9219369591376,42
